What is the term for a simultaneous purchase and sale of identical assets in different markets to profit from price differences?,Hedging,Arbitrage,Speculation,Leverage,Arbitrage,Derivatives
How do market makers in derivatives markets typically generate profit?,By charging explicit commissions,By maintaining a spread between buying and selling prices,By predicting market movements,By taking directional positions,By maintaining a spread between buying and selling prices,Derivatives
What is the key difference between a collar option strategy and a straddle?,A collar limits both potential gains and losses; a straddle profits from volatility in either direction,A collar is for commodities only; a straddle is for financial assets,A collar requires more capital; a straddle is cheaper to implement,A collar is regulated; a straddle is over-the-counter,A collar limits both potential gains and losses; a straddle profits from volatility in either direction,Derivatives
How does the marking-to-market process in futures trading differ from options trading?,Options are not marked-to-market; futures are marked-to-market daily,Both are marked-to-market weekly,Futures use historical prices; options use current prices,Both are marked-to-market monthly,Options are not marked-to-market; futures are marked-to-market daily,Derivatives
What role does the notional value play in swap contracts?,It is the actual amount exchanged at maturity,It is the reference amount used to calculate payment obligations,It is the collateral required by counterparties,It is the premium paid upfront,It is the reference amount used to calculate payment obligations,Derivatives
What is the key difference between margin in futures trading and premium in options trading?,Margin is higher than premium,Margin is returned if unused; premium is non-refundable,Premium is returned if unused; margin is non-refundable,They serve identical purposes,Margin is returned if unused; premium is non-refundable,Derivatives
What is meant by basis risk in derivatives hedging?,The risk that the hedge will not perfectly offset the underlying position,The risk of counterparty default,The risk that margin calls will be too frequent,The risk of regulatory changes,The risk that the hedge will not perfectly offset the underlying position,Derivatives
What is a gamma in options trading terminology?,The rate of change of an option's price with respect to the underlying asset's price,The rate of change of the delta with respect to the underlying asset's price,The sensitivity of an option's price to time decay,The relationship between option price and volatility,The rate of change of the delta with respect to the underlying asset's price,Derivatives
What is unique about the pricing of a Commercial Paper compared to a Certificate of Deposit?,CP is always priced at a premium; CD at a discount,CP typically carries higher interest rates; CD carries lower rates,CP is typically issued at a discount with no explicit interest; CD often pays explicit interest,CP has longer maturities; CD has shorter maturities,CP is typically issued at a discount with no explicit interest; CD often pays explicit interest,Cash Deposits and Money Markets
What advantage does a diversified Money Market Fund offer over direct investment in a single Certificate of Deposit?,Higher potential returns,Lower liquidity,Better tax treatment,Reduced credit risk through diversification,Reduced credit risk through diversification,Cash Deposits and Money Markets
When is a sponsor-supported Constant Net Asset Value (CNAV) Money Market Fund likely to break the buck?,When interest rates rise rapidly,When the fund experiences significant redemptions in stressed market conditions,When the fund manager changes,When new regulations are implemented,When the fund experiences significant redemptions in stressed market conditions,Cash Deposits and Money Markets
What distinguishes a vertical spread option strategy from a horizontal spread?,Vertical spreads involve options with different strike prices but same expiration; horizontal spreads involve options with same strike but different expirations,Vertical spreads use calls only; horizontal spreads use puts only,Vertical spreads are for bullish markets; horizontal spreads for bearish markets,Vertical spreads are exchange-traded; horizontal spreads are OTC,Vertical spreads involve options with different strike prices but same expiration; horizontal spreads involve options with same strike but different expirations,Derivatives
What distinguishes an income unit trust from an accumulation unit trust?,Income units distribute dividends; accumulation units reinvest them,Income units invest in bonds; accumulation units in equities,Income units are open-ended; accumulation units are closed-ended,Income units have higher fees; accumulation units have lower fees,Income units distribute dividends; accumulation units reinvest them,Investment Funds
What is the main purpose of a gate provision in hedge fund operations?,To limit new investors from entering the fund,To restrict when and how much investors can withdraw,To regulate derivative usage,To cap management fees,To restrict when and how much investors can withdraw,Investment Funds
What distinguishes an authorized unit trust from an unauthorized unit trust in the UK?,Authorized trusts are registered with HMRC; unauthorized are not registered,Authorized trusts are regulated by the FCA and can be marketed to retail investors; unauthorized trusts face fewer regulations but can only be marketed to sophisticated investors,Authorized trusts can invest internationally; unauthorized cannot,Authorized trusts must publish daily prices; unauthorized do not,Authorized trusts are regulated by the FCA and can be marketed to retail investors; unauthorized trusts face fewer regulations but can only be marketed to sophisticated investors,Investment Funds
What is the two-and-twenty fee structure commonly associated with hedge funds?,2% management fee and 20% performance fee,2% entry fee and 20% exit fee,20% management fee and 2% performance fee,2% fixed fee and 20% variable fee,2% management fee and 20% performance fee,Investment Funds
What distinguishes a Strategic Beta ETF from a traditional market-cap weighted ETF?,Strategic Beta follows alternative weighting methodologies based on factors like value or momentum; traditional ETFs weight by market capitalization,Strategic Beta invests in derivatives; traditional ETFs in physical securities,Strategic Beta is actively managed; traditional ETFs are always passive,Strategic Beta focuses on emerging markets; traditional ETFs on developed markets,Strategic Beta follows alternative weighting methodologies based on factors like value or momentum; traditional ETFs weight by market capitalization,Investment Funds
What is the main difference between an REIT and a traditional property fund?,REITs must distribute 90% of income to shareholders and receive tax benefits; traditional property funds have no distribution requirements,REITs can only invest in commercial property; traditional funds in residential,REITs are always closed-ended; traditional property funds are always open-ended,REITs are unregulated; traditional property funds are regulated,REITs must distribute 90% of income to shareholders and receive tax benefits; traditional property funds have no distribution requirements,Investment Funds
What is a side pocket in hedge fund terminology?,A type of fee structure,A segregated account for illiquid investments,A secondary market for hedge fund shares,A regulatory capital requirement,A segregated account for illiquid investments,Investment Funds
What distinguishes spot foreign exchange transactions from forward transactions in terms of settlement timing?,Spot settles immediately on the transaction date; forward on a future date,Spot typically settles in T+2 days; forward on an agreed future date,Spot settles at the end of the month; forward at the beginning of the next month,Spot and forward both settle immediately,Spot typically settles in T+2 days; forward on an agreed future date,Foreign Exchange and Foreign Exchange Markets
What is the significance of TOM/NEXT in foreign exchange markets?,It's the standard maturity for currency options,It's a position that starts tomorrow and ends the following business day,It's the benchmark for calculating cross-currency basis swaps,It's the time frame for calculating foreign exchange volatility,It's a position that starts tomorrow and ends the following business day,Foreign Exchange and Foreign Exchange Markets
What effect does a narrowing of the interest rate differential between two countries typically have on their forward exchange rate premium/discount?,It increases the premium,It decreases the premium/discount,It has no effect on the premium/discount,It causes the forward rate to equal the spot rate,It decreases the premium/discount,Foreign Exchange and Foreign Exchange Markets
What is meant by rollover risk in money market investments?,The risk that interest rates will be lower when reinvesting maturing securities,The risk that securities cannot be sold before maturity,The risk that a security will default at maturity,The risk of counterparty failure,The risk that interest rates will be lower when reinvesting maturing securities,Cash Deposits and Money Markets
How does tax treatment typically differ between income distributed by money market funds and interest earned on direct bank deposits in the UK?,MMF income is tax-free; bank interest is taxable,Bank interest is tax-free; MMF income is taxable,Both are treated identically for tax purposes,MMF income is subject to capital gains tax; bank interest to income tax,Both are treated identically for tax purposes,Cash Deposits and Money Markets
What is the purpose of a Special Purpose Vehicle (SPV) in structured derivatives?,To provide tax benefits to investors,To isolate specific assets and their risks from the originator's balance sheet,To avoid regulatory oversight,To increase leverage opportunities,To isolate specific assets and their risks from the originator's balance sheet,Derivatives
What distinguishes an event-driven hedge fund from a global macro hedge fund?,Event-driven funds focus on specific corporate events like mergers; global macro funds on macroeconomic trends,Event-driven funds use leverage; global macro funds do not,Event-driven funds are regulated; global macro funds are unregulated,Event-driven funds invest in developed markets; global macro funds in emerging markets,Event-driven funds focus on specific corporate events like mergers; global macro funds on macroeconomic trends,Investment Funds
What is the significance of fungibility in exchange-traded derivatives?,It means contracts can be freely exchanged with identical contracts,It refers to the ability to convert derivatives to cash,It means derivatives can be traded internationally,It refers to the tax treatment of derivative gains,It means contracts can be freely exchanged with identical contracts,Derivatives
What is the primary purpose of the Undertakings for Collective Investment in Transferable Securities (UCITS) framework?,To restrict investment funds to domestic markets,To provide a standardized regulatory framework for investment funds across the EU,To eliminate management fees in collective investments,To prohibit derivative usage in retail funds,To provide a standardized regulatory framework for investment funds across the EU,Investment Funds
What distinguishes a bull spread from a bear spread option strategy?,Bull spreads profit from rising prices; bear spreads from falling prices,Bull spreads use call options only; bear spreads use put options only,Bull spreads have lower maximum profit; bear spreads have higher maximum profit,Bull spreads expire in bull markets; bear spreads in bear markets,Bull spreads profit from rising prices; bear spreads from falling prices,Derivatives
What is a key advantage of cash deposits?,Safety and stability,High returns,Currency diversification,Tax efficiency,Safety and stability,Cash Deposits and Money Markets
What happens to the price of a Money Market Fund with Fluctuating Net Asset Value (NAV)?,It remains the same every day,It can go up or down based on market conditions,It only increases over time,It is fixed by the fund manager,It can go up or down based on market conditions,Cash Deposits and Money Markets
What is a characteristic of interest rates offered on cash deposits?,They vary depending on amount deposited and time committed,They are always fixed regardless of term,They are determined solely by central banks,They are tax-free in all circumstances,They vary depending on amount deposited and time committed,Cash Deposits and Money Markets
What is a key risk associated with cash deposits?,Market volatility,Inflation impact,Regulatory benefits,Exchange rate benefits,Inflation impact,Cash Deposits and Money Markets
When does a direct quote in one country become an indirect quote?,When the currency depreciates,When trading in a different country,When using forward rates,When calculating cross rates,When trading in a different country,Foreign Exchange and Foreign Exchange Markets
What is a feature of a managed exchange rate regime?,The currency is fixed permanently,The currency fluctuates but the central bank intervenes when necessary,The currency is freely determined by market forces only,The currency is always pegged to gold,The currency fluctuates but the central bank intervenes when necessary,Foreign Exchange and Foreign Exchange Markets
How is currency appreciation or depreciation quantified?,(New exchange rate - Old exchange rate)/Old exchange rate,(Old exchange rate - New exchange rate)/New exchange rate,(New exchange rate/Old exchange rate) x 100,Old exchange rate - New exchange rate,(New exchange rate - Old exchange rate)/Old exchange rate,Foreign Exchange and Foreign Exchange Markets
What happens when a trader opens a futures trading position?,They close an existing contract,They first start trading by either buying or selling a contract,They exchange the underlying assets,They pay the full value of the contract,They first start trading by either buying or selling a contract,Derivatives
What term is used for an option writer who has received a premium and is obliged to buy the underlying asset?,Call option writer,Put option writer,Option holder,Straddle holder,Put option writer,Derivatives
What is the relationship between the two legs of a swap contract?,They represent the same interest rate,They represent different interest rate payment streams,They must be in different currencies,They must have identical notional values,They represent different interest rate payment streams,Derivatives
What is meant when a futures contract is marked-to-market?,The contract is closed out,Daily calculation of profits and losses with margin adjustments,Delivery of the underlying asset occurs,The contract terms are renegotiated,Daily calculation of profits and losses with margin adjustments,Derivatives
What is a characteristic of a futures contract that distinguishes it from a forward?,Forwards are standardized; futures are customized,Futures are standardized and exchange-traded; forwards are customized and OTC,Futures have no counterparty risk; forwards have unlimited risk,Futures require full payment upfront; forwards do not,Futures are standardized and exchange-traded; forwards are customized and OTC,Derivatives
What is a key characteristic that allows Investment Trust Companies (ITCs) to potentially enhance returns compared to unit trusts?,Higher management fees,Tax advantages,Ability to gear (borrow funds),Fixed capital structure,Ability to gear (borrow funds),Investment Funds
What is a key benefit of passive fund management over active management?,Higher potential returns,Lower management fees,Greater market outperformance,More frequent trading,Lower management fees,Investment Funds
What investment style focuses on selecting shares of companies that are out of favor but may have hidden value?,Growth investing,Value investing,Momentum investing,Contrarian investing,Contrarian investing,Investment Funds
What is the role of the Authorised Corporate Director in an OEIC?,Safeguarding assets on behalf of beneficial owners,Day-to-day management of the fund,Marketing the fund to new investors,Setting the fund's investment strategy,Day-to-day management of the fund,Investment Funds
Which of these is a regulatory body that classifies open-ended funds in the UK?,The Financial Conduct Authority,The Bank of England,The Investment Association,HM Treasury,The Investment Association,Investment Funds
